StartDate,EndDate,Duration,RecordedDate,ResponseId,UserLanguage,Approached,Consent,rawnumund18,rawnum1824,rawnumov24,highesteducation_specify,rawLACity,rawLACity_specify,reason_hmls_specify,rawsurveystatus,age_cat,elig_age,numund18Count,num1824Count,numov24Count,placelast30days,placelastnight,dwellinglast30days,dwellinglastnight,elig_placelast30days,elig_placelastnight,hmls_first_time,hmls_first_age,hmlspast1yr,hmlspast3yrs,hmls1yrpast3yrs,hmlsMoreThan1YrIn3Yr,hmlsmorethan1Yr,time_hmls,time_hmls_days,hmls_gtyr,hmls_leyr,reason_marsplit,reason_childsup,reason_hhconflict,reason_deathill,reason_domviol,reason_eviction,reason_sexorient,reason_foster,reason_medical,reason_mental,reason_nofam,reason_immig,reason_hospital,reason_jail,reason_subsabuse,reason_safety,reason_prevhouseprog,reason_unemployed,reason_livingcond,reason_other,reason_hmls_ct,car,van,rv_camper,tent,MSShelter,car_count,van_count,rv_camper_count,tent_count,MSShelter_count,any_CVRTM,place_befhmls,LAC_yrs,LAC_days,LAC_res,foster_care,mandated_stay,prison,jail,adult_probation,parole,juv_detention,Juv_probation,childsys_ilp,childsys_fcare_nonfam,childsys_fcare_fam,childsys_fcare_AB12,childsys_ct,sysinvolve_ct,justice_system,emp_status,humtraf,humtraf_other,humtraf_agri,humtraf_panhandle,humtraf_dtdsales,humtraf_restaurant,humtraf_hholdwk,humtraf_illegal,humtraf_sex,humtraf_ct,govasst_calworks,govasst_capi,govasst_ssret,govasst_ssidi,govasst_childsup,govasst_food,govasst_grga,govasst_mcaid,govasst_unemp,govasst_mcare,govasst_vetpen,govasst_vetmed,govasst_vetdis,govasst_wic,govasst_chip,govasst_mhla,govasst_fcareAB12,govasst_studentfinaid,govasst_ct,dv_neglect,dv_physical,dv_physical_rel,dv_physical_sp,dv_sexual,dv_sexual_rel,dv_sexual_sp,dv_dating,dv_stalking,domviol,dv_ct,flee_dv_hmls,highesteducation,receivedGift,survey_dropin,observed_subsabuse,observed_mental,observed_physical,observed_ct,elig_status,elig_samp,n_kid,n_und18,n_1824,n_25p,n_chron,n_fam,chronicHH,vetHH,age_und18,age_1824,hhold_type,YHH_type,mental,subsabuse,hiv,longdurcond,SamplingWeight,wtmiss,dup,first_record,CoC,male,female,gender,transgender,nonconforming,sexorient,white,black,asian,ai_an,nh_pi,multirace,NH_white,NH_black,NH_asian,NH_ai_an,NH_nh_pi,NH_multirace,race,NH_race,Hispanic,nonHispanic,ment_illness,depression,PTSD,drugabuse,alcohol,physical,otherchronhealth,braininjury,develop,phys_disab,phys_illness,otherhealth,rawveteran,veteran,vetdischarge,natguard,hispanic_specify,AmerIndAK_specify,Asian_specify,PacIsl_specify,Other_specify,otherhealth_specify,relation,indiv_seq,youth_wtadj,SPA,SD,CD,SSD,AD,USCD,city_name,Community,wt_spa,strata,observed_age,observed_gender,observed_eth,observed_race,schoolenroll
30JAN19:11:00:00,30JAN19:11:18:00,1062,30JAN19:17:17:00,R_dRDVOj0fbLfcdkD,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,Pacoima,,,Complete,2,1,0,2,0,14,14,14,14,1,1,0,5,M,M,M,0,1,15,5479,1,0,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,0,0,0,0,0,0,0,0,0,0,1,20,7305,6,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,0,1,2,0,0,1,,,,,,,,,,,,,M,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,5.4,2,3,7,18,39,29,Los Angeles,Pacoima,2,1007PS HS,1,2,1,6,0
31JAN19:12:00:00,31JAN19:12:33:00,1972,31JAN19:17:01:00,R_2GpKWZd7oq16tw1,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",1,0,0,,Declined/Don't know,,,Complete,2,1,1,1,0,16,16,16,16,1,1,0,12,M,2,M,0,0,0.75,274,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,4,1461,4,1,0,0,0,0,0,1,1,1,1,0,0,2,3,1,7,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,1,1,2,0,0,0,M,31.5,0,0,1,1,1,0,1,0,0,1,,,,,,,,,,,,,D,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,35.74,2,5,12,27,38,25,Los Angeles,Porter Ranch,2,1012NHS,1,1,1,6,0
31JAN19:12:00:00,31JAN19:12:33:00,1972,31JAN19:17:01:00,R_2GpKWZd7oq16tw1,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",1,0,0,,Declined/Don't know,,,Complete,1,1,1,1,0,16,16,16,16,1,1,S,12,M,2,M,0,0,0.75,274,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,S,S,S,4,S,S,S,S,S,S,S,S,1,1,0,0,2,3,S,S,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,S,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,M,M,1,2,Y,Y,Y,M,31.5,0,0,1,1,1,0,1,0,0,M,,,,,,,,,,,,,R,,1,0,0,0,0,0,0,Y,Y,Y,Y,0,0,0,M,Y,,M,,,,,,,1,2,35.74,2,5,12,27,38,25,Los Angeles,Porter Ranch,2,1012NHS,1,1,1,6,0
31JAN19:12:26:00,31JAN19:12:33:00,413,31JAN19:14:15:00,R_4OPBMZ0V012fFsS,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,Panorama City,,,Complete,2,1,0,2,0,16,16,16,16,1,1,1,,1,1,M,0,0,0.5,183,0,1,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,1,0,0,0,0,1,0,0,0,0,1,1,18,6575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,31.5,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,35.74,2,5,12,27,38,25,Los Angeles,Porter Ranch,2,1012NHS,1,2,1,6,1
31JAN19:12:53:00,31JAN19:12:59:00,391,31JAN19:17:01:00,R_ijKErQ9wFw7S4pX,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Declined/Don't know,,,Complete,2,1,0,1,0,9,9,9,9,1,1,0,18,M,2,M,0,1,1,365,0,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,1,21,7670,7,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,1,1,31.5,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,,,,,,,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,31.5,2,5,12,27,38,25,Los Angeles,Porter Ranch,2,1012NHS,1,1,1,6,0
01FEB19:13:03:00,01FEB19:13:04:00,88,01FEB19:13:05:00,R_m8nzoZNvHmCQLXW,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",,,,,,,,Sheltered/Housed/Cannot Confirm,2,1,,1,,2,2,2,2,1,1,M,,M,M,M,0,0,,,,,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,1,0,0,0,0,1,0,0,0,1,M,,,Z,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,M,0,M,M,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,M,M,M,M,24,0,0,1,1,,,M,,,M,,,,,,,,,,,,,M,,,,M,M,M,M,M,M,M,M,M,M,M,M,M,0,,M,,,,,,,0,1,24,2,5,3,27,45,30,Los Angeles,Canoga Park,2,1003NHS,1,3,1,6,M
30JAN19:10:30:00,30JAN19:10:44:00,830,30JAN19:11:05:00,R_lfv7ZcouqWLyj4A,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Santa Clarita,,,Complete,2,1,0,1,0,8,16,8,16,1,1,1,,1,1,M,0,0,0.416666667,152,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,R,R,R,R,,,,,,R,1,22,8036,7,,0,0,0,0,0,0,1,R,R,R,R,R,1,1,3,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,M,M,M,M,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,M,M,M,M,M,M,M,M,M,M,M,0,0,0,,0,,,,,,,0,1,1.92,2,3,3,27,45,30,Los Angeles,Winnetka,2,1003PS HS,2,1,0,1,0
01FEB19:13:00:00,01FEB19:13:03:00,133,01FEB19:13:05:00,R_4cXvUqGuUAROO21,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",,,,,,,,Sheltered/Housed/Cannot Confirm,2,1,,1,,16,8,16,8,1,1,M,,M,M,M,0,0,,,,,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,M,,,Z,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,M,0,M,M,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,M,M,M,M,1,0,0,1,1,,,M,,,M,,,,,,,,,,,,,M,,,,M,M,M,M,M,M,M,M,M,M,M,M,M,0,,M,,,,,,,0,1,1.2,2,3,6,18,39,29,Los Angeles,Arleta,2,1006PS HS,1,1,0,2,M
23JAN19:15:53:00,24JAN19:11:22:00,70133,25JAN19:09:12:00,R_eFOfVAc2H9XXKtk,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,North Hills,,,Partial,2,1,0,1,0,8,16,8,16,1,1,0,15,M,2,M,0,1,2,731,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,1,18,6575,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,0,0,0,1,0,0,0,0,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,9.3,2,3,6,18,39,29,Los Angeles,Arleta,2,1006PS HS,2,1,0,6,1
29JAN19:11:53:00,29JAN19:12:04:00,641,29JAN19:12:07:00,R_02aNP7H1GLAxBGb,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,1,,Downtown Los Angeles,,,Complete,2,1,0,1,1,16,16,16,16,1,1,1,,1,1,M,0,0,0.166666667,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,24,8766,7,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,5,0,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,0,1,2,0,0,1,,,,,,,,,,,,,X,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,HISPANIC,,0,1,5.4,2,3,6,18,39,29,Los Angeles,Sun Valley,2,1006PS HS,1,2,1,6,0
