StartDate,EndDate,Duration,RecordedDate,ResponseId,UserLanguage,Approached,Consent,rawnumund18,rawnum1824,rawnumov24,highesteducation_specify,rawLACity,rawLACity_specify,reason_hmls_specify,rawsurveystatus,age_cat,elig_age,numund18Count,num1824Count,numov24Count,placelast30days,placelastnight,dwellinglast30days,dwellinglastnight,elig_placelast30days,elig_placelastnight,hmls_first_time,hmls_first_age,hmlspast1yr,hmlspast3yrs,hmls1yrpast3yrs,hmlsMoreThan1YrIn3Yr,hmlsmorethan1Yr,time_hmls,time_hmls_days,hmls_gtyr,hmls_leyr,reason_marsplit,reason_childsup,reason_hhconflict,reason_deathill,reason_domviol,reason_eviction,reason_sexorient,reason_foster,reason_medical,reason_mental,reason_nofam,reason_immig,reason_hospital,reason_jail,reason_subsabuse,reason_safety,reason_prevhouseprog,reason_unemployed,reason_livingcond,reason_other,reason_hmls_ct,car,van,rv_camper,tent,MSShelter,car_count,van_count,rv_camper_count,tent_count,MSShelter_count,any_CVRTM,place_befhmls,LAC_yrs,LAC_days,LAC_res,foster_care,mandated_stay,prison,jail,adult_probation,parole,juv_detention,Juv_probation,childsys_ilp,childsys_fcare_nonfam,childsys_fcare_fam,childsys_fcare_AB12,childsys_ct,sysinvolve_ct,justice_system,emp_status,humtraf,humtraf_other,humtraf_agri,humtraf_panhandle,humtraf_dtdsales,humtraf_restaurant,humtraf_hholdwk,humtraf_illegal,humtraf_sex,humtraf_ct,govasst_calworks,govasst_capi,govasst_ssret,govasst_ssidi,govasst_childsup,govasst_food,govasst_grga,govasst_mcaid,govasst_unemp,govasst_mcare,govasst_vetpen,govasst_vetmed,govasst_vetdis,govasst_wic,govasst_chip,govasst_mhla,govasst_fcareAB12,govasst_studentfinaid,govasst_ct,dv_neglect,dv_physical,dv_physical_rel,dv_physical_sp,dv_sexual,dv_sexual_rel,dv_sexual_sp,dv_dating,dv_stalking,domviol,dv_ct,flee_dv_hmls,highesteducation,receivedGift,survey_dropin,observed_subsabuse,observed_mental,observed_physical,observed_ct,elig_status,elig_samp,n_kid,n_und18,n_1824,n_25p,n_chron,n_fam,chronicHH,vetHH,age_und18,age_1824,hhold_type,YHH_type,mental,subsabuse,hiv,longdurcond,SamplingWeight,wtmiss,dup,first_record,CoC,male,female,gender,transgender,nonconforming,sexorient,white,black,asian,ai_an,nh_pi,multirace,NH_white,NH_black,NH_asian,NH_ai_an,NH_nh_pi,NH_multirace,race,NH_race,Hispanic,nonHispanic,ment_illness,depression,PTSD,drugabuse,alcohol,physical,otherchronhealth,braininjury,develop,phys_disab,phys_illness,otherhealth,rawveteran,veteran,vetdischarge,natguard,hispanic_specify,AmerIndAK_specify,Asian_specify,PacIsl_specify,Other_specify,otherhealth_specify,relation,indiv_seq,youth_wtadj,SPA,SD,CD,SSD,AD,USCD,city_name,Community,wt_spa,strata,observed_age,observed_gender,observed_eth,observed_race,schoolenroll
24JAN18:12:08:34,24JAN18:12:29:28,0,24JAN18:17:19:14,R_0gdgreIPJ6xmFda,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Sherman Oaks,,,Complete,2,1,0,1,0,15,22,15,X,1,0,1,,1,1,M,0,1,2,731,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,8,0,0,0,1,0,,,,1,,1,1,24,8766,7,1,1,0,1,0,0,0,0,0,0,1,0,1,3,1,2,0,M,M,M,,M,M,M,M,M,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,0,High school diploma/GED,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,4,26,50,28,Los Angeles,Hollywood,11,1004DI,18-24,1,0,2,"No, not currently enrolled in school"
23JAN18:12:13:09,23JAN18:12:20:03,413,23JAN18:12:20:06,R_0iBC9AUsClqZWbT,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,Traveling,Complete,2,1,0,1,0,15,15,15,15,1,1,1,,1,1,M,0,0,0.5,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,,,,,1,4,0.25,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,M,M,M,,M,M,M,M,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High school diploma/GED,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1.92,5,3,0,26,50,33,Santa Monica,Santa Monica,5,105FG,18-24,2,0,1,"No, not currently enrolled in school"
27JAN18:15:37:19,27JAN18:15:50:56,0,27JAN18:16:52:26,R_0pIYbzgmSt1xYbs,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,1,0,,Granada Hills,,,Complete,2,1,0,2,0,6,6,6,6,1,1,1,,1,1,M,0,0,0.5,183,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,,,,,1,1,0.416666667,152,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,M,M,M,,M,M,M,M,M,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,1,3,1,High school diploma/GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,2,3,2,18,46,29,Los Angeles,Valley Village,2,1002FG,18-24,1,0,2,"No, not currently enrolled in school"
24JAN18:08:30:14,24JAN18:08:49:09,1134,24JAN18:08:49:10,R_10Ub0FhrxlAgSxd,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Long Beach,,,Complete,2,1,0,1,0,16,16,16,16,1,1,1,,1,1,M,0,1,3,1096,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,10,1,1,24,8766,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,0,1,3,0,High school diploma/GED,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,1,0,0,1,1,0,0,3,1,0,3,0,1,0,0,0,0,,,,,,,2,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1,4,3,4,26,50,28,Los Angeles,Hollywood,11,1004DI,18-24,1,1,2,"No, not currently enrolled in school"
26JAN18:10:46:13,26JAN18:11:09:45,1412,26JAN18:11:09:47,R_10VHT94X2SAG1I0,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,3,,,,,Complete,2,1,0,1,3,14,15,14,15,1,1,1,,1,1,M,0,1,3,1096,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,13,1,1,0,1,1,5,6,,10,10,1,4,10,3653,5,1,1,0,1,0,0,1,1,0,1,1,0,2,6,1,2,1,0,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,1,Less than high school diploma/No GED,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,2,1,1,1,0,1,1,0,1,1,1,0,0,3,1,0,3,0,0,0,1,0,0,,,,,,,4,,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,Honorable,1,,,,,,,0,1,2.28,4,3,4,26,50,28,Los Angeles,Hollywood,11,1004DI,18-24,3,1,1,"No, not currently enrolled in school"
30JAN18:10:38:24,30JAN18:10:43:57,332,30JAN18:10:44:00,R_111rp0FBLJ8GvpU,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Downey,,,Complete,2,1,0,1,0,1,1,1,1,1,1,1,,1,1,M,0,0,0.057692308,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,,,,,1,1,20,7305,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,M,M,M,,M,M,M,M,M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High school diploma/GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1.44,7,4,0,32,58,38,Norwalk,Norwalk,7,107FG,18-24,1,0,2,"Yes, community college"
25JAN18:13:15:55,25JAN18:13:27:24,688,25JAN18:13:27:26,R_11YdNpSoPG7BJj0,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Pomona,,,Complete,2,1,0,1,0,5,5,5,5,1,1,1,,1,1,M,0,0,0.5,183,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,1,1,1,23,8401,7,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,M,M,M,,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Some college or Associate's Degree,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,1,0,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,,,,,,,0,1,1.4,3,1,0,20,52,35,Pomona,Pomona,3,103FG,18-24,2,0,2,"Yes, community college"
29JAN18:16:25:31,29JAN18:16:33:28,477,29JAN18:16:33:30,R_11cNsxLScnDKA4j,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,4,2,,Marina del Rey,,,Complete,2,1,0,5,2,16,30,16,X,1,0,0,11,3,3,1,1,0,0.5,183,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,3,,3,4,6,1,1,22,8036,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,R,R,R,R,,R,R,R,R,R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,1,High school diploma/GED,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,,,,,,,6,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,D,0,,D,,,,,,,0,1,1.76,4,3,13,26,50,28,Los Angeles,Hollywood Hills West,4,1013FG,18-24,1,0,1,"No, not currently enrolled in school"
30JAN18:10:55:58,30JAN18:12:50:24,0,30JAN18:16:07:00,R_11iF6RHjwt6BFsn,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,Declined/Don't know,,,Complete,2,1,0,1,0,15,15,15,15,1,1,1,,1,1,M,0,1,3,1096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,,,,1,,1,1,24,8766,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High school diploma/GED,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,M,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,1,1.2,8,2,0,30,62,43,Inglewood,Inglewood,8,108FG,18-24,1,0,2,"No, not currently enrolled in school"
24JAN18:15:44:34,24JAN18:16:03:22,1128,24JAN18:16:03:24,R_120kC1a6LcwNMVa,EN,"Yes, proceed with survey","Yes, (Continue with the Demographic Survey)",0,0,0,,,,,Complete,2,1,0,1,0,15,15,15,15,1,1,0,22,M,3,0,0,1,1.25,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,,1,3,0.019230769,7,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,0,M,M,M,,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,Some college or Associate's Degree,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,0,1,1.2,5,2,11,26,62,33,Los Angeles,Venice,10,1011DI,18-24,1,0,2,"Yes, community college"
